1573	Context-Based Synchronisation: An Approach beyond Semantics for Concurrency Control	1993	PODS	Man Hon Wong,Divyakant Agrawal
1574	XTRACT: A System for Extracting Document Type Descriptors from XML Documents	2000	SIGMOD Conference	Minos N. Garofalakis,Aristides Gionis,Rajeev Rastogi,S. Seshadri,Kyuseok Shim
1575	A Study of Three Alternative Workstation-Server Architectures for Object Oriented Database Systems	1990	VLDB	David J. DeWitt,Philippe Futtersack,David Maier,Fernando Velez
1576	Single Table Access Using Multiple Indexes: Optimization, Execution, and Concurrency Control Techniques	1990	EDBT	C. Mohan,Donald J. Haderle,Yun Wang,Josephine M. Cheng
1577	Supporting Temporal Multimedia Operations in Object-Oriented Database Systems	1994	ICMCS	Karl Aberer,Wolfgang Klas
1578	Maintaining Quasi Serializability in Multidatabase Systems	1991	ICDE	Weimin Du,Ahmed K. Elmagarmid,Won Kim
1579	Reducing Multidatabase Query Response Time by Tree Balancing	1995	SIGMOD Conference	Weimin Du,Ming-Chien Shan,Umeshwar Dayal
1580	SPIRIT: Sequential Pattern Mining with Regular Expression Constraints	1999	VLDB	Minos N. Garofalakis,Rajeev Rastogi,Kyuseok Shim
1581	Delegation in ACTA to Control Sharing in Extended Transactions	1993	IEEE Data Eng. Bull.	Panos K. Chrysanthis,Krithi Ramamritham
1582	Linear Clustering of Objects with Multiple Atributes	1990	SIGMOD Conference	H. V. Jagadish
1583	Customizing Transaction Models and Mechanisms in a Programmable Environment Supporting Reliable Workflow Automation	1996	IEEE Trans. Knowl. Data Eng.	Dimitrios Georgakopoulos,Mark F. Hornick,Frank Manola
1584	Spatial Data Reallocation Based on Multidimensional Range Queries - A Contribution to Data Management for the Earth Sciences	1994	SSDBM	Hans Hinterberger,Kathrin Anne Meier,Hans Gilgen
1585	Combining Indexing Technique with Path Dictionary for Nested Object Queries	1995	DASFAA	Wang-Chien Lee,Dik Lun Lee
1586	ARIES/IM: An Efficient and High Concurrency Index Management Method Using Write-Ahead Logging	1992	SIGMOD Conference	C. Mohan,Frank E. Levine
1587	Spatial Search with Polyhedra	1990	ICDE	H. V. Jagadish
1588	Integrating Triggers and Declarative Constraints in SQL Database Sytems	1996	VLDB	Roberta Cochrane,Hamid Pirahesh,Nelson Mendonca Mattos
1589	A Framework for Enforceable Specification of Extended Transaction Models and Transaction Workflows	1994	Int. J. Cooperative Inf. Syst.	Dimitrios Georgakopoulos,Mark F. Hornick
1590	Rule Languages and Internal Algebras for Rule-Based Optimizers	1996	SIGMOD Conference	Mitch Cherniack,Stanley B. Zdonik
1591	ActivityFlow: Towards Incremental Specification and Flexible Coordination of Workflow Activities	1997	ER	Ling Liu,Calton Pu
1592	Run-Time Management of Data Intensive Web Sites	1999	WebDB (Informal Proceedings)	Daniela Florescu,Alon Y. Levy,Dan Suciu,Khaled Yagoub
1593	Algorithms for Flexible Space Management in Transaction Systems Supporting Fine-Granularity Locking	1994	EDBT	C. Mohan,Donald J. Haderle
1594	Generalization and a Framework for Query Modification	1990	ICDE	Surajit Chaudhuri
1595	Implementing Calendars and Temporal Rules in Next Generation Databases	1994	ICDE	Rakesh Chandra,Arie Segev,Michael Stonebraker
1596	Information Translation, Mediation, and Mosaic-Based Browsing in the TSIMMIS System	1995	SIGMOD Conference	Joachim Hammer,Hector Garcia-Molina,Kelly Ireland,Yannis Papakonstantinou,Jeffrey D. Ullman,Jennifer Widom
1597	Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources	1999	SIGMOD Conference	Kevin Chen-Chuan Chang,Hector Garcia-Molina
1598	Query Graphs, Implementing Trees, and Freely-Reorderable Outerjoins	1990	SIGMOD Conference	Arnon Rosenthal,Cesar A. Galindo-Legaria
1599	Scientific Workflow Management by Database Management	1998	SSDBM	Anastassia Ailamaki,Yannis E. Ioannidis,Miron Livny
1600	Optimal Histograms for Hierarchical Range Queries	2000	PODS	Nick Koudas,S. Muthukrishnan,Divesh Srivastava
1601	Interactive Query and Search in Semistructured Databases	1998	WebDB	Roy Goldman,Jennifer Widom
1602	Performance Evaluation of Extended Storage Architectures for Transaction Processing	1992	SIGMOD Conference	Erhard Rahm
1603	Fault Tolerance Issues in Data Declustering for Parallel Database Systems	1994	IEEE Data Eng. Bull.	Leana Golubchik,Richard R. Muntz
1604	Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases	1997	VLDB	Jens Clausen,Alfons Kemper,Guido Moerkotte,Klaus Peithner
1605	Modeling and Maintaining Multi-View Data Warehouses	1999	ER	Ioana Stanoi,Divyakant Agrawal,Amr El Abbadi
1606	Relational Databases for Querying XML Documents: Limitations and Opportunities	1999	VLDB	Jayavel Shanmugasundaram,Kristin Tufte,Chun Zhang,Gang He,David J. DeWitt,Jeffrey F. Naughton
1607	Sequential Sampling Procedures for Query Size Estimation	1992	SIGMOD Conference	Peter J. Haas,Arun N. Swami
1608	The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept	1995	VLDB	Henry F. Korth
1609	Sampling-Based Estimation of the Number of Distinct Values of an Attribute	1995	VLDB	Peter J. Haas,Jeffrey F. Naughton,S. Seshadri,Lynne Stokes
1610	DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery	1999	SIGMOD Conference	Mehmet Altinel,Demet Aksoy,Thomas Baby,Michael J. Franklin,William Shapiro,Stanley B. Zdonik
1611	Reusing Invariants: A New Strategy for Correlated Queries	1998	SIGMOD Conference	Jun Rao,Kenneth A. Ross
1612	Flexible Constraint Management for Autonomous Distributed Databases	1994	IEEE Data Eng. Bull.	Sudarshan S. Chawathe,Hector Garcia-Molina,Jennifer Widom
1613	Query Execution Techniques for Caching Expensive Methods	1996	SIGMOD Conference	Joseph M. Hellerstein,Jeffrey F. Naughton
1614	Performance Analysis of Several Algorithms for Processing Joins between Textual Attributes	1996	ICDE	Weiyi Meng,Clement T. Yu,Wei Wang,Naphtali Rishe
1615	Multi-dimensional Resource Scheduling for Parallel Queries	1996	SIGMOD Conference	Minos N. Garofalakis,Yannis E. Ioannidis
1616	Tableau Techniques for Querying Information Sources through Global Schemas	1999	ICDT	Gosta Grahne,Alberto O. Mendelzon
1617	Main Memory Oriented Optimization of OO Queries Using Typed Datalog with Foreign Predicates	1992	IEEE Trans. Knowl. Data Eng.	Witold Litwin,Tore Risch
1618	Near-Optimum Storage Models for Nested Relations Based on Workload Information	1993	IEEE Trans. Knowl. Data Eng.	Gultekin Ozsoyoglu,Aladdin Hafez
1619	Differential Query Processing in Transaction-Time Databases	1993	Temporal Databases	Christian S. Jensen,Leo Mark
1620	Merging Application-centric and Data-centric Approaches to Support Transaction-oriented Multi-system Workflows	1993	SIGMOD Record	Yuri Breitbart,Andrew Deacon,Hans-Jorg Schek,Amit P. Sheth,Gerhard Weikum
1621	Distributed Multi-Level Recovery in Main-Memory Databases	1998	Distributed and Parallel Databases	Rajeev Rastogi,Philip Bohannon,James Parker,Abraham Silberschatz,S. Seshadri,S. Sudarshan
1622	Data Caching Issues in an Information Retrieval System	1990	ACM Trans. Database Syst.	Rafael Alonso,Daniel Barbara,Hector Garcia-Molina
1623	Bitmap Index Design and Evaluation	1998	SIGMOD Conference	Chee Yong Chan,Yannis E. Ioannidis
1624	Tail Recursion Elimination in Deductive Databases	1996	ACM Trans. Database Syst.	Kenneth A. Ross
1625	Evaluating Top-k Selection Queries	1999	VLDB	Surajit Chaudhuri,Luis Gravano
1626	Text / Relational Database Management Systems: Harmonizing SQL and SGML	1994	ADB	G. Elizabeth Blake,Mariano P. Consens,Pekka Kilpelainen,Per-Ake Larson,T. Snider,Frank Wm. Tompa
1627	Index Structures for Information Filtering Under the Vector Space Model	1994	ICDE	Tak W. Yan,Hector Garcia-Molina
1628	Changing the Rules: Transformations for Rule-Based Optimizers	1998	SIGMOD Conference	Mitch Cherniack,Stanley B. Zdonik
1629	Performance Evaluation of an Adaptive and Robust Load Control Method for the Avoidance of Data-Contention Thrashing	1992	VLDB	Axel Monkeberg,Gerhard Weikum
1630	A Temporal Data Model Based on Time Sequences	1993	Temporal Databases	Arie Segev,Arie Shoshani
1631	Parallel Processing of Spatial Joins Using R-trees	1996	ICDE	Thomas Brinkhoff,Hans-Peter Kriegel,Bernhard Seeger
1632	An Approach to Eliminate Transaction Blocking in Locking Protocols	1992	PODS	Divyakant Agrawal,Amr El Abbadi,Richard Jeffers
1633	SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)	1998	SIGMOD Record	Andrew Eisenberg,Jim Melton
1634	The Design, Implementation, and Evaluation of an Object-Based Sharing Mechanism for Federated Database Systems	1993	ICDE	Doug Fang,Shahram Ghandeharizadeh,Dennis McLeod,Antonio Si
1635	Efficient and Transparent Application Recovery in Client-Server Information Systems	1998	SIGMOD Conference	David B. Lomet,Gerhard Weikum
1636	Capabilities-Based Query Rewriting in Mediator Systems	1998	Distributed and Parallel Databases	Yannis Papakonstantinou,Ashish Gupta,Laura M. Haas
1637	Ordered Sharing a New Lock Primitive for Database Systems	1995	Inf. Syst.	Divyakant Agrawal,Amr El Abbadi
1638	javax.XXL: A prototype for a Library of Query processing Algorithms	2000	SIGMOD Conference	Jochen Van den Bercken,Jens-Peter Dittrich,Bernhard Seeger
1639	A Suite of Database Replication Protocols based on Group Communication Primitives	1998	ICDCS	Bettina Kemme,Gustavo Alonso
1640	Scalable Distributed Query and Update Service Implementations for XML Document Elements	2001	RIDE-DM	Torsten Grabs,Klemens Bohm,Hans-Jorg Schek
1641	Are We Moving Toward an Information SuperHighway or a Tower of Babel? The Challenge of Large-Scale Semantic Heterogeneity	1996	ICDE	Stuart E. Madnick
1642	MLR: A Recovery Method for Multi-level Systems	1992	SIGMOD Conference	David B. Lomet
1643	Multi-Level Transaction Management for Complex Objects: Implementation, Performance, Parallelism	1993	VLDB J.	Gerhard Weikum,Christof Hasse
1644	A Keying Method for a Nested Relational Database Management System	1992	ICDE	Z. Meral Ozsoyoglu,Jian Wang
1645	On the Logical Foundations of Schema Integration and Evolution in Heterogeneous Database Systems	1993	DOOD	Laks V. S. Lakshmanan,Fereidoon Sadri,Iyer N. Subramanian
1646	Efficient Filtering of XML Documents for Selective Dissemination of Information	2000	VLDB	Mehmet Altinel,Michael J. Franklin
1647	Determining the Optimal File Size on Tertiary Storage Systems Based on the Distribution of Query Sizes	1998	SSDBM	Luis M. Bernardo,Henrik Nordberg,Doron Rotem,Arie Shoshani
1648	Transactional Client-Server Cache Consistency: Alternatives and Performance	1997	ACM Trans. Database Syst.	Michael J. Franklin,Michael J. Carey,Miron Livny
1649	Microsoft Index Tuning Wizard for SQL Server 7.0	1998	SIGMOD Conference	Surajit Chaudhuri,Vivek R. Narasayya
1650	Efficient Scheduling of Page Access in Index-Based Join Processing	1997	IEEE Trans. Knowl. Data Eng.	Chee Yong Chan,Beng Chin Ooi
1651	Object-Oriented Features of DB2 Client/Server	1994	SIGMOD Conference	Hamid Pirahesh
1652	Fine-granularity Locking and Client-Based Logging for Distributed Architectures	1996	EDBT	Euthimios Panagos,Alexandros Biliris,H. V. Jagadish,Rajeev Rastogi
1653	Fast Computation of Sparse Datacubes	1997	VLDB	Kenneth A. Ross,Divesh Srivastava
1654	Modeling Interactive Web Sources for Information Mediation	1999	ER (Workshops)	Bertram Ludascher,Amarnath Gupta
1655	Managing Intra-operator Parallelism in Parallel Database Systems	1995	VLDB	Manish Mehta,David J. DeWitt
1656	Handling Data Skew in Multiprocessor Database Computers Using Partition Tuning	1991	VLDB	Kien A. Hua,Chiang Lee
1657	A Relation Merging Technique for Relational Databases	1992	ICDE	Victor M. Markowitz
1658	Commit processing in distributed real-time database systems	1996	IEEE Real-Time Systems Symposium	Ramesh Gupta,Jayant R. Haritsa,Krithi Ramamritham,S. Seshadri
1659	Sampling-Based Selectivity Estimation for Joins Using Augmented Frequent Value Statistics	1995	ICDE	Peter J. Haas,Arun N. Swami
1660	Object-Oriented Modeling for Hypermedia Systems Using the VODAK Model Language	1993	NATO ASI OODBS	Wolfgang Klas,Karl Aberer,Erich J. Neuhold
1661	A Spanning Tree Transitive Closure Algorithm	1992	ICDE	Shaul Dar,H. V. Jagadish
1662	RainForest - A Framework for Fast Decision Tree Construction of Large Datasets	2000	Data Min. Knowl. Discov.	Johannes Gehrke,Raghu Ramakrishnan,Venkatesh Ganti
1663	Efficient Main Memory Data Management Using the DBGraph Storage Model	1990	VLDB	Philippe Pucheral,Jean-Marc Thevenin,Patrick Valduriez
1664	The Snapshot Index: An I/O-optimal access method for timeslice queries	1995	Inf. Syst.	Vassilis J. Tsotras,Nickolas Kangerlaris
1665	The Performance of a Multiversion Access Method	1990	SIGMOD Conference	David B. Lomet,Betty Salzberg
1666	Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Total	1996	ICDE	Jim Gray,Adam Bosworth,Andrew Layman,Hamid Pirahesh
1667	Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award)	2000	VLDB	Stefano Ceri,Roberta Cochrane,Jennifer Widom
1668	Pipelined Query Processing in the DBGraph Storage Model	1992	EDBT	Philippe Pucheral,Jean-Marc Thevenin
1669	On the Equivalence of Recursive and Nonrecursive Datalog Programs	1997	J. Comput. Syst. Sci.	Surajit Chaudhuri,Moshe Y. Vardi
1670	A Semantics for a Class of Non-Deterministic and Causal Production System Programs	1994	J. Autom. Reasoning	Louiqa Raschid,Jorge Lobo
1671	Classifying Network Architectures for Locating Information Sources	1997	DASFAA	Ron Dolin,Divyakant Agrawal,Amr El Abbadi
1672	Controlling the Search in Bottom-Up Evaluation	1992	JICSLP	Raghu Ramakrishnan,Divesh Srivastava,S. Sudarshan
1673	Hierarchical Encoded Path Views for Path Query Processing: An Optimal Model and Its Performance Evaluation	1998	IEEE Trans. Knowl. Data Eng.	Ning Jing,Yun-Wu Huang,Elke A. Rundensteiner
1674	Using Write Protected Data Structures To Improve Software Fault Tolerance in Highly Available Database Management Systems	1991	VLDB	Mark Sullivan,Michael Stonebraker
1675	On Global Transaction Scheduling Criteria in Multidatabase Systems	1993	PDIS	Aidong Zhang,Ahmed K. Elmagarmid
1676	Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System	1996	VLDB	Michael Rys,Moira C. Norrie,Hans-Jorg Schek
1677	A Performance Study of Three High Availability Data Replication Strategies	1991	PDIS	Hui-I Hsiao,David J. DeWitt
1678	Safely and Efficiently Updating References During On-line Reorganization	1998	VLDB	Chendong Zou,Betty Salzberg
1679	Interactions Between Query Optimization and Concurrency Control	1992	RIDE-TQP	C. Mohan
1680	The Implementation and Performance Evaluation of the ADMS Query Optimizer: Integrating Query Result Caching and Matching	1994	EDBT	Chung-Min Chen,Nick Roussopoulos
1681	Dictionary: A New Access Method for Query Processing in Object-Oriented Databases	1998	IEEE Trans. Knowl. Data Eng.	Wang-Chien Lee,Dik Lun Lee
1682	A Break for Workaholics: Energy-Efficient Selective Tuning Mechanisms for Demand-Driven-Based Wireless Environment	1997	DASFAA	Kian-Lee Tan,Jeffrey Xu Yu
1683	Sibling Clustering of Tree-Based Spatial Indexes for Efficient Spatial Query Processing	1998	CIKM	Kihong Kim,Sang Kyun Cha
1684	Range Selectivity Estimation for Continuous Attributes	1999	SSDBM	Flip Korn,Theodore Johnson,H. V. Jagadish
1685	Hybrid Transitive Closure Algorithms	1990	VLDB	Rakesh Agrawal,H. V. Jagadish
1686	PlugJoin: An easy-to-use Generic Algorithm for Efficiently Processing Equi and Non-Equi Joins	2000	EDBT	Jochen Van den Bercken,Martin Schneider,Bernhard Seeger
1687	Using Codewords to Protect Database Data from a Class of Software Errors	1999	ICDE	Philip Bohannon,Rajeev Rastogi,S. Seshadri,Abraham Silberschatz,S. Sudarshan
1688	Conjunctive Query Equivalence of Keyed Relational Schemas	1997	PODS	Joseph Albert,Yannis E. Ioannidis,Raghu Ramakrishnan
1689	Recovery and Coherency-Control Protocols for Fast Intersystem Page Transfer and Fine-Granularity Locking in a Shared Disks Transaction Environment	1991	VLDB	C. Mohan,Inderpal Narang
1690	A Unified Approach to Concurrency Control and Transaction Recovery (Extended Abstract)	1994	EDBT	Gustavo Alonso,Radek Vingralek,Divyakant Agrawal,Yuri Breitbart,Amr El Abbadi,Hans-Jorg Schek,Gerhard Weikum
1691	Constraint-Based Algorithms for Computing Clique Intersection Joins	1998	ACM-GIS	Nikos Mamoulis,Dimitris Papadias
1692	Evaluation of Relational Algebras Incorporating the Time Dimension in Databases	1991	ACM Comput. Surv.	L. Edwin McKenzie,Richard T. Snodgrass
1693	Implementing Crash Recovery in QuickStore: A Performance Study	1995	SIGMOD Conference	Seth J. White,David J. DeWitt
1694	Constructing and Maintaining Scientific Database Views in the Framework of the Object-Protocol Model	1997	SSDBM	I-Min A. Chen,Anthony Kosky,Victor M. Markowitz,Ernest Szeto
1695	Efficient Organization of Large Multidimensional Arrays	1994	ICDE	Sunita Sarawagi,Michael Stonebraker
1696	Concurrency and Recovery in Generalized Search Trees	1997	SIGMOD Conference	Marcel Kornacker,C. Mohan,Joseph M. Hellerstein
1697	Multilevel Secure Rules: Integrating the Multilevel Secure and Active Data Models	1992	DBSec	Kenneth Smith,Marianne Winslett
1698	Making B+-Trees Cache Conscious in Main Memory	2000	SIGMOD Conference	Jun Rao,Kenneth A. Ross
1699	Temporal Object-Oriented Databases: A Critical Comparison	1995	Modern Database Systems	Richard T. Snodgrass
1700	Multi-Agent Cooperative Transactions for E-Commerce	2000	CoopIS	Qiming Chen,Umeshwar Dayal
1701	Adding Active Functionality to an Object-Oriented Database System - a Layered Approach	1993	BTW	Angelika Kotz Dittrich
1702	Predicate Migration: Optimizing Queries with Expensive Predicates	1993	SIGMOD Conference	Joseph M. Hellerstein,Michael Stonebraker
1703	Mining Deviants in a Time Series Database	1999	VLDB	H. V. Jagadish,Nick Koudas,S. Muthukrishnan
1704	Optimizing Statistical Queries by Exploiting Orthogonality and Interval Properties of Grouping Relations	1996	SSDBM	Chang Li,Xiaoyang Sean Wang
1705	Second-Order Signature: A Tool for Specifying Data Models, Query Processing, and Optimization	1993	SIGMOD Conference	Ralf Hartmut Guting
1706	The Design and Experimental Evaluation of an Information Discovery Mechanism for Networks of Autonomous Database Systems	1995	ICDE	Dennis McLeod,Antonio Si
1707	Data Mining for Web Intelligence	2002	IEEE Computer	Jiawei Han,Kevin Chen-Chuan Chang
1708	Using Partial Differencing for Efficient Monitoring of Deferred Complex Rule Conditions	1996	ICDE	Martin Skold,Tore Risch
1709	A View Mechanism for Object-Oriented Databases	1992	EDBT	Elisa Bertino
1710	CMD: A Multidimensional Declustering Method for Parallel Data Systems	1992	VLDB	Jianzhong Li,Jaideep Srivastava,Doron Rotem
1711	Data Management for XML: Research Directions	1999	IEEE Data Eng. Bull.	Jennifer Widom
1712	Spatial indexing in binary decomposition and spatial bounding	1991	Inf. Syst.	Beng Chin Ooi,Ron Sacks-Davis,Ken J. McDonell
1713	Independent, Open Enterprise Data Integration	1999	IEEE Data Eng. Bull.	Joseph M. Hellerstein,Michael Stonebraker,Rick Caccia
1714	KMeD: a Knowledge-based Multimedia Medical Distributed Database System	1995	Inf. Syst.	Wesley W. Chu,Alfonso F. Cardenas,Ricky K. Taira
1715	More optimism about real-time distributed commit processing	1997	IEEE Real-Time Systems Symposium	Ramesh Gupta,Jayant R. Haritsa,Krithi Ramamritham
1716	Efficient Channel Allocation Tree Generation for Data Broadcasting in a Mobile Computing Environment	2003	Wireless Networks	Wen-Chih Peng,Ming-Syan Chen
1717	A Log-Structured History Data Access Method (LHAM)	1993	HPTS	Patrick E. O'Neil,Gerhard Weikum
1718	Review - Providing Better Support for a Class of Decision Support Queries	1999	ACM SIGMOD Digital Review	Kenneth A. Ross
1719	Active Database Modeling and Design Tools: Issues, Approache, and Architecture	1992	IEEE Data Eng. Bull.	Shamkant B. Navathe,Asterio K. Tanaka,Sharma Chakravarthy
1720	Extending Practical Pre-Aggregation in On-Line Analytical Processing	1999	VLDB	Torben Bach Pedersen,Christian S. Jensen,Curtis E. Dyreson
1721	An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server	1997	VLDB	Surajit Chaudhuri,Vivek R. Narasayya
1722	Self-Adaptive User Profiles for Large-Scale Data Delivery	2000	ICDE	Ugur Cetintemel,Michael J. Franklin,C. Lee Giles
1723	From Database Programming to Business Process Programming	1995	DBPL	Umeshwar Dayal,Qiming Chen
1724	Query-Adaptive Data Space Partitioning using Variable-Size Storage Clusters	1993	SSD	Gisbert Droge,Hans-Jorg Schek
1725	Synthesis of Extended Transaction Models Using ACTA	1994	ACM Trans. Database Syst.	Panos K. Chrysanthis,Krithi Ramamritham
1726	Improving Rule Analysis by Means of Triggering and Activation Graphs	1995	Rules in Database Systems	Elena Baralis,Stefano Ceri,Stefano Paraboschi
1727	A Flexible and Adaptable Tool Kit Approach for Concurrency Control in Non Standard Database Systems	1990	ICDT	Rainer Unland
1728	An Access Control Mechanism for Large Scale Data Dissemination Systems	2001	RIDE-DM	Elisa Bertino,Elena Ferrari,Evaggelia Pitoura
1729	Data Intensive Intra-  Internet Applications - Experiences Using Java and CORBA in the World Wide Web	1998	ICDE	Jurgen Sellentin,Bernhard Mitschang
1730	Dynamic File Allocation in Disk Arrays	1991	SIGMOD Conference	Gerhard Weikum,Peter Zabback,Peter Scheuermann
1731	Exploiting Logical Structures in Replicated Databases	1990	Inf. Process. Lett.	Divyakant Agrawal,Amr El Abbadi
1732	Predicate Rewriting for Translating Boolean Queries in a Heterogeneous Information System	1999	ACM Trans. Inf. Syst.	Kevin Chen-Chuan Chang,Hector Garcia-Molina,Andreas Paepcke
1733	Analysis of the n-Dimensional Quadtree Decomposition for Arbitrary Hyperectangles	1997	IEEE Trans. Knowl. Data Eng.	Christos Faloutsos,H. V. Jagadish,Yannis Manolopoulos
1734	Static Type Checking of Multi-Methods	1991	OOPSLA	Rakesh Agrawal,Linda G. DeMichiel,Bruce G. Lindsay
1735	An Efficient Bitmap Encoding Scheme for Selection Queries	1999	SIGMOD Conference	Chee Yong Chan,Yannis E. Ioannidis
1736	A Semantics for a Class of Stratified Production System Programs	1994	J. Log. Program.	Louiqa Raschid
1737	Temporal Modules: An Approach Toward Federated Temporal Databases	1995	Inf. Sci.	Xiaoyang Sean Wang,Sushil Jajodia,V. S. Subrahmanian
1738	Behavior of Database Production Rules: Termination, Confluence, and Observable Determinism	1992	SIGMOD Conference	Alexander Aiken,Jennifer Widom,Joseph M. Hellerstein
1739	The Postgres Next Generation Database Management System	1991	Commun. ACM	Michael Stonebraker,Greg Kemnitz
1740	Modular Synchronization in Distributed, Multiversion Databases: Version Control and Concurrency Control	1993	IEEE Trans. Knowl. Data Eng.	Divyakant Agrawal,Soumitra Sengupta
1741	Indexing the Edges - A Simple and Yet Efficient Approach to High-Dimensional Indexing	2000	PODS	Beng Chin Ooi,Kian-Lee Tan,Cui Yu,Stephane Bressan
1742	Integrated Document Caching and Prefetching in Storage Hierarchies Based on Markov-Chain Predictions	1998	VLDB J.	Achim Kraiss,Gerhard Weikum
1743	Maintaining Temporal Views over Non-Temporal Information Sources for Data Warehousing	1998	EDBT	Jun Yang,Jennifer Widom
1744	Active Database Systems (Abstract)	1991	VLDB	Umeshwar Dayal,Klaus R. Dittrich
1745	Using Annotations to Support Multiple Kinds of Versioning in an Object-Oriented Database System	1991	ACM Trans. Database Syst.	Edward Sciore
1746	Object Allocation in Distributed Databases and Mobile Computers	1994	ICDE	Yixiu Huang,Ouri Wolfson
1747	Review - Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Total	1999	ACM SIGMOD Digital Review	Nick Roussopoulos
1748	Incremental Implementation Model for Relational Databases with Transaction Time	1991	IEEE Trans. Knowl. Data Eng.	Christian S. Jensen,Leo Mark,Nick Roussopoulos
1749	Dynamic Granular Locking Approach to Phantom Protection in R-Trees	1998	ICDE	Kaushik Chakrabarti,Sharad Mehrotra
1750	Database Mining: A Performance Perspective	1993	IEEE Trans. Knowl. Data Eng.	Rakesh Agrawal,Tomasz Imielinski,Arun N. Swami
1751	DATAPLEX: An Access to Heterogeneous Distributed Databases	1990	Commun. ACM	Chin-Wan Chung
1752	Exploiting Transaction Semantics in Multidatabase Systems	1995	ICDCS	Rajeev Rastogi,Henry F. Korth,Abraham Silberschatz
1753	Functionality and Limitations of Current Workflow Management Systems	1997	submitted to IEEE Expert	Gustavo Alonso,Divyakant Agrawal,Amr El Abbadi,C. Mohan
1754	Energy-Efficient Caching for Wireless Mobile Computing	1996	ICDE	Kun-Lung Wu,Philip S. Yu,Ming-Syan Chen
1755	The Impact of Data Placement on Memory Management for Multi-Server OODBMS	1995	ICDE	Shivakumar Venkataraman,Miron Livny,Jeffrey F. Naughton
1756	Exotica/FMDC: Handling Disconnected Clients in a Workflow Management System	1995	CoopIS	Gustavo Alonso,Roger Gunthor,Mohan Kamath,Divyakant Agrawal,Amr El Abbadi,C. Mohan
1757	The Interval Skip List: A Data Structure for Finding All Intervals that Overlap a Point	1991	WADS	Eric N. Hanson
1758	Optimal Placement of High-Probability Randomly Retrieved Blocks on CLV Optical Discs	1991	ACM Trans. Inf. Syst.	Daniel Alexander Ford,Stavros Christodoulakis
1759	An Overview of Data Warehousing and OLAP Technology	1997	SIGMOD Record	Surajit Chaudhuri,Umeshwar Dayal
1760	Tools and Transformations - Rigorous and Otherwise - for Practical Database Design	1994	ACM Trans. Database Syst.	Arnon Rosenthal,David S. Reiner
1761	Dynamic and Load-balanced Task-Oriented Datbase Query Processing in Parallel Systems	1992	EDBT	Hongjun Lu,Kian-Lee Tan
1762	Dynamic Optimization of Index Scans Restricted by Booleans	1996	ICDE	Gennady Antoshenkov
1763	Self-Tuning Technology in Microsoft SQL Server	1999	IEEE Data Eng. Bull.	Surajit Chaudhuri,Eric Christensen,Goetz Graefe,Vivek R. Narasayya,Michael J. Zwilling
1764	Ensuring Transaction Atomicity in Multidatabase Systems	1992	PODS	Sharad Mehrotra,Rajeev Rastogi,Yuri Breitbart,Henry F. Korth,Abraham Silberschatz
1765	Future of Database Systems: Changing Applications and Technological Developments	1996	ACM Comput. Surv.	M. Tamer Ozsu
1766	A Cost-Model-Based Online Method for Ditributed Caching	1997	ICDE	Markus Sinnwell,Gerhard Weikum
1767	Modelling Large Scale OLAP Scenarios	1998	EDBT	Wolfgang Lehner
1768	The Breakdown of the Information Model in Multi-Database Systems	1991	SIGMOD Record	William Kent
1769	A One-Pass Space-Efficient Algorithm for Finding Quantiles	1995	COMAD	Rakesh Agrawal,Arun N. Swami
1770	The 3W Model and Algebra for Unified Data Mining	2000	VLDB	Theodore Johnson,Laks V. S. Lakshmanan,Raymond T. Ng
1771	Value-Based Scheduling in Real-Time Database Systems	1993	VLDB J.	Jayant R. Haritsa,Michael J. Carey,Miron Livny
1772	Review - DynaMat: A Dynamic View Management System for Data Warehouses	2000	ACM SIGMOD Digital Review	Krithi Ramamritham
1773	Monet And Its Geographic Extensions: A Novel Approach to High Performance GIS Processing	1996	EDBT	Peter A. Boncz,Wilko Quak,Martin L. Kersten
1774	Concurrency Control in Hierarchical Multidatabase Systems	1997	VLDB J.	Sharad Mehrotra,Henry F. Korth,Abraham Silberschatz
1775	Some Approaches to Index Design for Cude Forests	1999	IEEE Data Eng. Bull.	Theodore Johnson,Dennis Shasha
1776	Conjunctive Constraint Mapping for Data Translation	1998	ACM DL	Kevin Chen-Chuan Chang,Hector Garcia-Molina
1777	Interoperable Query Processing from Object to Relational Schemas Based on a Parameterized Canonical Representation	1995	Int. J. Cooperative Inf. Syst.	Louiqa Raschid,Yahui Chang
1778	Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces	2000	VLDB	Kaushik Chakrabarti,Sharad Mehrotra
1779	Ode as an Active Database: Constraints and Triggers	1991	VLDB	Narain H. Gehani,H. V. Jagadish
